Recall ID,Date,Month,Year,Product Category,Company,Product Name,Root Cause,Recall Class,Class Description,Severity Score (1-3),Root Cause Risk Weight (1-10),Composite Risk Score,Province,Recall Description
RC-0610,2025-07-12,2025-07,2025,Dietary Supplements,Atrium Innovations,Atrium Innovations Fish Oil,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,Atrium Innovations is recalling Fish Oil because the product was not processed in accordance with approved manufacturing procedures.
RC-0664,2025-07-12,2025-07,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Hummus,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,British Columbia,Recall of Hummus by Cavendish Farms because the product may contain undeclared eggs which is not declared on the label.
RC-0526,2025-07-13,2025-07,2025,Prepared and Packaged Foods,McCain Foods,McCain Foods Chicken Soup,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Newfoundland and Labrador,Recall of Chicken Soup due to a process deviation during manufacturing that may affect product safety.
RC-0742,2025-07-14,2025-07,2025,Seafood,Ocean Choice International,Ocean Choice International Fish and Chips,Mislabelling of ingredients,Class I,Serious health risk or death,3,4,1.2,Ontario,Ocean Choice International is recalling Fish and Chips because the product contains ingredients not listed on the label.
RC-0075,2025-07-15,2025-07,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Sour Cream,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,Lactalis Canada is recalling Sour Cream because the product was not processed in accordance with approved manufacturing procedures.
RC-0349,2025-07-15,2025-07,2025,Cosmetics and Personal Care,Unilever Canada,Unilever Canada Shampoo,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,Unilever Canada is recalling Shampoo because the product was not processed in accordance with approved manufacturing procedures.
RC-0583,2025-07-15,2025-07,2025,Seafood,Ocean Choice International,Ocean Choice International Fish and Chips,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Recall of Fish and Chips due to incorrect ingredient declaration on the label.
RC-0193,2025-07-17,2025-07,2025,Meat and Poultry,Better Beef,Better Beef Ground Beef,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Recall of Ground Beef because of potential contamination with Staphylococcus aureus. Consumers should not consume this product.
RC-0382,2025-07-17,2025-07,2025,Beverages,Lassonde Industries,Lassonde Industries Energy Drink,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Alberta,Recall of Energy Drink because the product may contain undeclared sulphites which are not declared on the label.
RC-0634,2025-07-17,2025-07,2025,Meat and Poultry,Olymel,Olymel Pork Sausage,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,British Columbia,Recall of Pork Sausage because of potential contamination with Salmonella. Consumers should not consume this product.
RC-0674,2025-07-17,2025-07,2025,Meat and Poultry,Better Beef,Better Beef Chicken Breast,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Saskatchewan,Recall of Chicken Breast by Better Beef because the product label contains incorrect information regarding nutritional information.
RC-0724,2025-07-17,2025-07,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Egg Product,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Ontario,Lactalis Canada is recalling Egg Product after foreign material (rubber pieces) was found during production.
RC-0726,2025-07-17,2025-07,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Pork Sausage,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Ontario,Maple Leaf Foods is recalling Pork Sausage due to a packaging defect that may compromise product integrity.
RC-0731,2025-07-17,2025-07,2025,Medical Devices,Baxter Canada,Baxter Canada Infusion Pump,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Quebec,Baxter Canada is recalling Infusion Pump after foreign material (plastic pieces) was found during production.
RC-0317,2025-07-19,2025-07,2025,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Bagged Salad,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Ontario,Lakeside Produce is recalling Bagged Salad due to the presence of cadmium contamination.
RC-0356,2025-07-19,2025-07,2025,Meat and Poultry,Better Beef,Better Beef Chicken Wings,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,British Columbia,Recall of Chicken Wings because of potential contamination with Staphylococcus aureus. Consumers should not consume this product.
RC-0400,2025-07-19,2025-07,2025,Fruits and Vegetables,Naturipe,Naturipe Bagged Salad,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Saskatchewan,Naturipe is recalling certain lots of Bagged Salad due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0838,2025-07-21,2025-07,2025,Meat and Poultry,HFS Canada,HFS Canada Chicken Breast,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,British Columbia,HFS Canada is recalling certain lots of Chicken Breast due to possible Salmonella contamination detected during routine testing.
RC-0031,2025-07-22,2025-07,2025,Meat and Poultry,Olymel,Olymel Ground Beef,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Nova Scotia,"Olymel is recalling Ground Beef because the packaging may be compromised, potentially affecting product safety."
RC-0286,2025-07-22,2025-07,2025,Dietary Supplements,Atrium Innovations,Atrium Innovations Vitamin D Capsules,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Quebec,Recall of Vitamin D Capsules due to a process deviation during manufacturing that may affect product safety.
RC-0519,2025-07-22,2025-07,2025,Beverages,Lassonde Industries,Lassonde Industries Apple Juice,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Quebec,Lassonde Industries is recalling Apple Juice due to the presence of cadmium contamination.
RC-0797,2025-07-25,2025-07,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Frozen Lasagna,Foreign material,Class I,Serious health risk or death,3,7,2.1,Ontario,Cavendish Farms is recalling Frozen Lasagna after foreign material (plastic pieces) was found during production.
RC-0285,2025-07-26,2025-07,2025,Meat and Poultry,Better Beef,Better Beef Beef Patties,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Better Beef is recalling Beef Patties because the product contains ingredients not listed on the label.
RC-0131,2025-07-29,2025-07,2025,Bakery and Snacks,Leclerc Group,Leclerc Group Pretzels,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Alberta,Leclerc Group is recalling Pretzels due to possible Listeria monocytogenes contamination.
RC-0359,2025-07-29,2025-07,2025,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Baby Cereal,Packaging failure,Class I,Serious health risk or death,3,5,1.5,British Columbia,"Heinz Canada is recalling Baby Cereal because the packaging may be compromised, potentially affecting product safety."
RC-0723,2025-07-29,2025-07,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Bean Sprouts,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Pacific Coast Fruit is recalling certain lots of Bean Sprouts due to possible Clostridium perfringens contamination detected during routine testing.
RC-0122,2025-08-02,2025-08,2025,Seafood,True North Salmon,True North Salmon Cod Fillets,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,Recall of Cod Fillets due to a process deviation during manufacturing that may affect product safety.
RC-0504,2025-08-02,2025-08,2025,Pharmaceuticals,Apotex Inc.,Apotex Inc. Ibuprofen Tablets,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Recall of Ibuprofen Tablets because of potential contamination with Clostridium perfringens. Consumers should not consume this product.
RC-0641,2025-08-02,2025-08,2025,Fruits and Vegetables,Sun Belle Inc.,Sun Belle Inc. Bagged Salad,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Manitoba,Sun Belle Inc. is recalling Bagged Salad due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0493,2025-08-03,2025-08,2025,Dairy and Eggs,Saputo Inc.,Saputo Inc. Greek Yogurt,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Prince Edward Island,Saputo Inc. is recalling Greek Yogurt because the ingredient list on the label does not accurately reflect the product formulation.
RC-0287,2025-08-04,2025-08,2025,Dairy and Eggs,Parmalat Canada,Parmalat Canada Cheddar Cheese,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Ontario,Recall of Cheddar Cheese because of potential contamination with E. coli O157:H7. Consumers should not consume this product.
RC-0837,2025-08-05,2025-08,2025,Seafood,Pacific Seafood,Pacific Seafood Crab Cakes,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Saskatchewan,Pacific Seafood is recalling Crab Cakes due to a packaging defect that may compromise product integrity.
RC-0669,2025-08-07,2025-08,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Butter,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,New Brunswick,Recall of Butter due to a process deviation during manufacturing that may affect product safety.
RC-0227,2025-08-09,2025-08,2025,Meat and Poultry,Olymel,Olymel Beef Patties,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Quebec,Olymel is recalling certain lots of Beef Patties due to possible Staphylococcus aureus contamination detected during routine testing.
RC-0490,2025-08-10,2025-08,2025,Dairy and Eggs,Gay Lea Foods,Gay Lea Foods Brie,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,British Columbia,Recall of Brie by Gay Lea Foods because the product label contains incorrect information regarding nutritional information.
RC-0821,2025-08-10,2025-08,2025,Cosmetics and Personal Care,Reckitt Canada,Reckitt Canada Face Cream,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Prince Edward Island,Reckitt Canada is recalling certain lots of Face Cream due to possible Clostridium perfringens contamination detected during routine testing.
RC-0195,2025-08-11,2025-08,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Ready Meal,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,British Columbia,Cavendish Farms is recalling Ready Meal due to elevated levels of mineral oil.
RC-0332,2025-08-11,2025-08,2025,Seafood,Pacific Seafood,Pacific Seafood Crab Cakes,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,Ontario,Pacific Seafood is recalling Crab Cakes due to possible Salmonella contamination.
RC-0208,2025-08-13,2025-08,2025,Pharmaceuticals,Paladin Labs,Paladin Labs Acetaminophen,Process deviation,Class I,Serious health risk or death,3,6,1.8,Saskatchewan,Paladin Labs is recalling Acetaminophen because a deviation from standard manufacturing practice occurred during production.
RC-0667,2025-08-15,2025-08,2025,Dairy and Eggs,Organic Meadow,Organic Meadow Egg Product,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Quebec,Organic Meadow is recalling Egg Product due to undeclared shellfish. People with an allergy to shellfish should not consume this product.
RC-0310,2025-08-17,2025-08,2025,Dairy and Eggs,Gay Lea Foods,Gay Lea Foods Egg Product,Packaging failure,Class III,Unlikely to cause adverse health consequences,1,5,0.5,Quebec,"Gay Lea Foods is recalling Egg Product because the packaging may be compromised, potentially affecting product safety."
RC-0408,2025-08-21,2025-08,2025,Bakery and Snacks,Dare Foods,Dare Foods Crackers,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Alberta,Dare Foods is conducting a voluntary recall of Crackers due to the possible presence of undeclared tree nuts.
RC-0363,2025-08-23,2025-08,2025,Meat and Poultry,Sun Rise Poultry,Sun Rise Poultry Turkey Cold Cuts,Labelling error,Class I,Serious health risk or death,3,4,1.2,Ontario,Recall of Turkey Cold Cuts by Sun Rise Poultry because the product label contains incorrect information regarding expiry date.
RC-0693,2025-08-23,2025-08,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Greek Yogurt,Labelling error,Class I,Serious health risk or death,3,4,1.2,Quebec,Lactalis Canada is recalling Greek Yogurt due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0148,2025-08-25,2025-08,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Cherry Tomatoes,Labelling error,Class I,Serious health risk or death,3,4,1.2,Quebec,Pacific Coast Fruit is recalling Cherry Tomatoes due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0299,2025-08-26,2025-08,2025,Cosmetics and Personal Care,Coty Canada,Coty Canada Lip Balm,Mislabelling of ingredients,Class I,Serious health risk or death,3,4,1.2,Ontario,Recall of Lip Balm due to incorrect ingredient declaration on the label.
RC-0510,2025-08-26,2025-08,2025,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Baby Cereal,Mislabelling of ingredients,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Nunavut,Recall of Baby Cereal due to incorrect ingredient declaration on the label.
RC-0017,2025-08-27,2025-08,2025,Prepared and Packaged Foods,McCain Foods,McCain Foods Frozen Lasagna,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Ontario,Recall of Frozen Lasagna because of potential contamination with Listeria monocytogenes. Consumers should not consume this product.
RC-0578,2025-08-30,2025-08,2025,Medical Devices,Stryker Canada,Stryker Canada Surgical Mask,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,New Brunswick,Stryker Canada is recalling Surgical Mask because the product was labelled with incorrect net weight information.
RC-0599,2025-08-30,2025-08,2025,Fruits and Vegetables,Naturipe,Naturipe Spinach,Foreign material,Class III,Unlikely to cause adverse health consequences,1,7,0.7,Ontario,Recall of Spinach because the product may contain pieces of glass shards which were not intended to be in the product.
RC-0100,2025-08-31,2025-08,2025,Bakery and Snacks,Voortman Cookies,Voortman Cookies Cookies,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Alberta,Recall of Cookies by Voortman Cookies because the product may contain lead at levels that exceed Health Canada guidelines.
RC-0329,2025-08-31,2025-08,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Egg Product,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Alberta,Lactalis Canada is recalling Egg Product due to a packaging defect that may compromise product integrity.
RC-0446,2025-08-31,2025-08,2025,Beverages,Sleeman Breweries,Sleeman Breweries Sparkling Water,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Recall of Sparkling Water due to a process deviation during manufacturing that may affect product safety.
RC-0659,2025-09-01,2025-09,2025,Meat and Poultry,Better Beef,Better Beef Chicken Breast,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,Better Beef is recalling Chicken Breast because a deviation from standard manufacturing practice occurred during production.
RC-0807,2025-09-02,2025-09,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Chicken Soup,Undeclared allergen,Class III,Unlikely to cause adverse health consequences,1,9,0.9,Ontario,Cavendish Farms is recalling Chicken Soup due to undeclared eggs. People with an allergy to eggs should not consume this product.
RC-0679,2025-09-04,2025-09,2025,Seafood,True North Salmon,True North Salmon Cod Fillets,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Manitoba,True North Salmon is recalling Cod Fillets due to possible Staphylococcus aureus contamination.
RC-0166,2025-09-08,2025-09,2025,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Baby Yogurt,Mislabelling of ingredients,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Ontario,Heinz Canada is recalling Baby Yogurt because the ingredient list on the label does not accurately reflect the product formulation.
RC-0143,2025-09-09,2025-09,2025,Fruits and Vegetables,Mucci Farms,Mucci Farms Spinach,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Alberta,Mucci Farms is recalling Spinach due to elevated levels of mineral oil.
RC-0441,2025-09-09,2025-09,2025,Dairy and Eggs,Organic Meadow,Organic Meadow Egg Product,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Ontario,Organic Meadow is recalling Egg Product because the product was labelled with incorrect serving size information.
RC-0324,2025-09-12,2025-09,2025,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Pasta Sauce,Foreign material,Class I,Serious health risk or death,3,7,2.1,Quebec,General Mills Canada is recalling Pasta Sauce due to the possible presence of glass shards.
RC-0053,2025-09-13,2025-09,2025,Medical Devices,Stryker Canada,Stryker Canada Blood Pressure Cuff,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Ontario,"Stryker Canada is recalling Blood Pressure Cuff because the packaging may be compromised, potentially affecting product safety."
RC-0444,2025-09-13,2025-09,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Cucumber,Packaging failure,Class III,Unlikely to cause adverse health consequences,1,5,0.5,Ontario,"Pacific Coast Fruit is recalling Cucumber because the packaging may be compromised, potentially affecting product safety."
RC-0325,2025-09-17,2025-09,2025,Pharmaceuticals,Pendopharm,Pendopharm Nasal Spray,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Quebec,Recall of Nasal Spray because of potential contamination with Salmonella. Consumers should not consume this product.
RC-0355,2025-09-18,2025-09,2025,Pharmaceuticals,Teva Canada,Teva Canada Antacid,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Teva Canada is recalling Antacid due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0388,2025-09-18,2025-09,2025,Dietary Supplements,Naturo Sciences,Naturo Sciences Magnesium,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Alberta,Naturo Sciences is recalling Magnesium because a deviation from standard manufacturing practice occurred during production.
RC-0630,2025-09-18,2025-09,2025,Pharmaceuticals,Paladin Labs,Paladin Labs Nasal Spray,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Alberta,Paladin Labs is recalling Nasal Spray because the product was not processed in accordance with approved manufacturing procedures.
RC-0432,2025-09-21,2025-09,2025,Pharmaceuticals,Apotex Inc.,Apotex Inc. Cough Syrup,Chemical contamination,Class III,Unlikely to cause adverse health consequences,1,8,0.8,Saskatchewan,Recall of Cough Syrup by Apotex Inc. because the product may contain lead at levels that exceed Health Canada guidelines.
RC-0666,2025-09-21,2025-09,2025,Infant Formula and Baby Food,Nestle Canada,Nestle Canada Infant Formula,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Alberta,Recall of Infant Formula because of a seal failure that may allow contamination of the product.
RC-0044,2025-09-22,2025-09,2025,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Fruit Puree,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Manitoba,Heinz Canada is recalling certain lots of Fruit Puree due to possible Clostridium perfringens contamination detected during routine testing.
RC-0350,2025-09-22,2025-09,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Chicken Soup,Undeclared allergen,Class II,Temporary adverse health consequences unlikely to be serious,2,9,1.8,British Columbia,Recall of Chicken Soup by Cavendish Farms because the product may contain undeclared fish which is not declared on the label.
RC-0566,2025-09-22,2025-09,2025,Bakery and Snacks,Canada Bread,Canada Bread Muffins,Process deviation,Class I,Serious health risk or death,3,6,1.8,Quebec,Recall of Muffins due to a process deviation during manufacturing that may affect product safety.
RC-0245,2025-09-25,2025-09,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Chicken Breast,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Alberta,Maple Leaf Foods is recalling certain lots of Chicken Breast due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0621,2025-09-25,2025-09,2025,Bakery and Snacks,Canada Bread,Canada Bread Crackers,Undeclared allergen,Class III,Unlikely to cause adverse health consequences,1,9,0.9,Ontario,Recall of Crackers by Canada Bread because the product may contain undeclared tree nuts which is not declared on the label.
RC-0497,2025-09-27,2025-09,2025,Beverages,Sleeman Breweries,Sleeman Breweries Apple Juice,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Sleeman Breweries is recalling Apple Juice because the product was labelled with incorrect net weight information.
RC-0378,2025-09-29,2025-09,2025,Medical Devices,Baxter Canada,Baxter Canada Surgical Mask,Foreign material,Class I,Serious health risk or death,3,7,2.1,Nova Scotia,Recall of Surgical Mask because the product may contain pieces of rubber pieces which were not intended to be in the product.
RC-0847,2025-09-30,2025-09,2025,Pharmaceuticals,Teva Canada,Teva Canada Acetaminophen,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Ontario,Teva Canada is recalling Acetaminophen due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0226,2025-10-01,2025-10,2025,Beverages,Lassonde Industries,Lassonde Industries Craft Beer,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Saskatchewan,Recall of Craft Beer because the product may contain undeclared sulphites which are not declared on the label.
RC-0568,2025-10-03,2025-10,2025,Fruits and Vegetables,Lakeside Produce,Lakeside Produce Bean Sprouts,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Ontario,Lakeside Produce is recalling Bean Sprouts due to a packaging defect that may compromise product integrity.
RC-0684,2025-10-03,2025-10,2025,Fruits and Vegetables,Mucci Farms,Mucci Farms Bean Sprouts,Labelling error,Class I,Serious health risk or death,3,4,1.2,Ontario,Mucci Farms is recalling Bean Sprouts because the product was labelled with incorrect net weight information.
RC-0279,2025-10-04,2025-10,2025,Cosmetics and Personal Care,Unilever Canada,Unilever Canada Body Lotion,Foreign material,Class I,Serious health risk or death,3,7,2.1,Alberta,Unilever Canada is recalling Body Lotion after foreign material (metal fragments) was found during production.
RC-0834,2025-10-07,2025-10,2025,Prepared and Packaged Foods,McCain Foods,McCain Foods Hummus,Chemical contamination,Class III,Unlikely to cause adverse health consequences,1,8,0.8,Ontario,McCain Foods is recalling Hummus due to elevated levels of pesticide residues.
RC-0537,2025-10-10,2025-10,2025,Seafood,Ocean Choice International,Ocean Choice International Crab Cakes,Chemical contamination,Class III,Unlikely to cause adverse health consequences,1,8,0.8,Quebec,Recall of Crab Cakes by Ocean Choice International because the product may contain cadmium at levels that exceed Health Canada guidelines.
RC-0114,2025-10-11,2025-10,2025,Infant Formula and Baby Food,Nestle Canada,Nestle Canada Pureed Vegetables,Process deviation,Class I,Serious health risk or death,3,6,1.8,British Columbia,Nestle Canada is recalling Pureed Vegetables because a deviation from standard manufacturing practice occurred during production.
RC-0567,2025-10-12,2025-10,2025,Meat and Poultry,HFS Canada,HFS Canada Ground Beef,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Ontario,Recall of Ground Beef because the product may contain pieces of glass shards which were not intended to be in the product.
RC-0754,2025-10-13,2025-10,2025,Meat and Poultry,Sun Rise Poultry,Sun Rise Poultry Beef Patties,Labelling error,Class I,Serious health risk or death,3,4,1.2,National,Sun Rise Poultry is recalling Beef Patties because the product was labelled with incorrect expiry date information.
RC-0080,2025-10-15,2025-10,2025,Cosmetics and Personal Care,Procter and Gamble Canada,Procter and Gamble Canada Mascara,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Ontario,Recall of Mascara by Procter and Gamble Canada because the product may contain cadmium at levels that exceed Health Canada guidelines.
RC-0475,2025-10-15,2025-10,2025,Prepared and Packaged Foods,Conagra Brands Canada,Conagra Brands Canada Pasta Sauce,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Quebec,Recall of Pasta Sauce because of potential contamination with Clostridium perfringens. Consumers should not consume this product.
RC-0771,2025-10-15,2025-10,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Spinach,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Ontario,Recall of Spinach because of a seal failure that may allow contamination of the product.
RC-0183,2025-10-17,2025-10,2025,Seafood,Pacific Seafood,Pacific Seafood Smoked Salmon,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,British Columbia,Pacific Seafood is recalling Smoked Salmon because a deviation from standard manufacturing practice occurred during production.
RC-0180,2025-10-19,2025-10,2025,Meat and Poultry,Sun Rise Poultry,Sun Rise Poultry Beef Patties,Mislabelling of ingredients,Class I,Serious health risk or death,3,4,1.2,British Columbia,Sun Rise Poultry is recalling Beef Patties because the product contains ingredients not listed on the label.
RC-0698,2025-10-19,2025-10,2025,Seafood,Ocean Choice International,Ocean Choice International Cod Fillets,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Alberta,Recall of Cod Fillets by Ocean Choice International because the product may contain pesticide residues at levels that exceed Health Canada guidelines.
RC-0176,2025-10-20,2025-10,2025,Bakery and Snacks,Canada Bread,Canada Bread Pretzels,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Quebec,"Canada Bread is recalling Pretzels because the packaging may be compromised, potentially affecting product safety."
RC-0652,2025-10-25,2025-10,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Hummus,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Ontario,Cavendish Farms is conducting a voluntary recall of Hummus due to the possible presence of undeclared sesame.
RC-0394,2025-10-26,2025-10,2025,Bakery and Snacks,Leclerc Group,Leclerc Group Crackers,Labelling error,Class I,Serious health risk or death,3,4,1.2,Newfoundland and Labrador,Leclerc Group is recalling Crackers due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0655,2025-10-26,2025-10,2025,Seafood,High Liner Foods,High Liner Foods Atlantic Salmon,Packaging failure,Class I,Serious health risk or death,3,5,1.5,British Columbia,"High Liner Foods is recalling Atlantic Salmon because the packaging may be compromised, potentially affecting product safety."
RC-0548,2025-10-27,2025-10,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Cucumber,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Quebec,Recall of Cucumber because of potential contamination with Staphylococcus aureus. Consumers should not consume this product.
RC-0258,2025-10-28,2025-10,2025,Meat and Poultry,Better Beef,Better Beef Turkey Cold Cuts,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Quebec,Better Beef is recalling Turkey Cold Cuts due to a packaging defect that may compromise product integrity.
RC-0820,2025-10-28,2025-10,2025,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Teething Biscuits,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Newfoundland and Labrador,Heinz Canada is recalling Teething Biscuits because the product was not processed in accordance with approved manufacturing procedures.
RC-0196,2025-10-30,2025-10,2025,Fruits and Vegetables,Mucci Farms,Mucci Farms Cucumber,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Nova Scotia,Mucci Farms is recalling Cucumber due to undeclared milk. People with an allergy to milk should not consume this product.
RC-0453,2025-11-01,2025-11,2025,Meat and Poultry,Better Beef,Better Beef Beef Patties,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,British Columbia,Better Beef is recalling Beef Patties after foreign material (wood splinters) was found during production.
RC-0102,2025-11-03,2025-11,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Frozen Lasagna,Foreign material,Class I,Serious health risk or death,3,7,2.1,Saskatchewan,Cavendish Farms is recalling Frozen Lasagna due to the possible presence of glass shards.
RC-0197,2025-11-03,2025-11,2025,Meat and Poultry,Sun Rise Poultry,Sun Rise Poultry Chicken Breast,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Ontario,Sun Rise Poultry is recalling Chicken Breast because a deviation from standard manufacturing practice occurred during production.
RC-0030,2025-11-05,2025-11,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Butter,Process deviation,Class I,Serious health risk or death,3,6,1.8,Saskatchewan,Lactalis Canada is recalling Butter because the product was not processed in accordance with approved manufacturing procedures.
